timestamp,run_id,epoch,episode,total_episode_count,state_encoder_version,voxel_channels,has_global_vector,global_feature_count,total_actions,invalid_actions,invalid_pct,blocks_placed,acc_step_reward,step_invalid_penalty,step_base_placement,step_socket_connection,step_disconnected_penalty,step_stability_reward,step_floating_penalty,step_type_bonus,step_foundation_bonus,step_spatial_compactness,step_spatial_scattered_penalty,step_growth_reward,step_growth_streak_bonus,step_eval_delta_reward,step_no_growth_penalty,step_invalid_streak_penalty,step_stop_transition_reward,step_stop_early_penalty,step_stop_unbuilt_penalty,step_stop_underbuild_penalty,step_stop_clamp_adjustment,final_eval_reward,final_raw_score,final_logistics_bonus,final_raid_bonus,final_connectivity_bonus,final_tc_enclosed_bonus,final_early_stop_penalty,final_fragment_penalty,final_tc_penalty,final_failure_penalty,eval_logistics_score,eval_cost_score,eval_raid_score,eval_working_area_score,eval_safe_zone_score,raid_sulfur_to_tc,component_count,main_component_blocks,tc_present,tc_enclosed,total_reward,epsilon,stop_reason,max_floor,placed_floor_distribution,rejected_total,rejected_no_support,rejected_collision,rejected_bad_socket,rejected_out_of_bounds,pruned_types,dead_tiles,dead_rotations,rejected_rot_aim,rejected_proximity,encoder_time_ms,global_encoder_time_ms,global_has_nan,global_has_infinity,global_feat_cnt,global_feat_mean,global_feat_max,global_feat_nonzero
2026-05-06 23:03:47,run_1778097755423,1,11,11,v3,16,true,32,18,0,0.0,17,9.5120,0.0000,1.3600,0.8100,-1.2000,0.6720,0.0000,0.7000,0.5500,0.7000,-0.5400,1.8700,4.5900,0.0000,0.0000,0.0000,-2.2007,-1.9707,-0.2300,0.0000,0.0000,-11.3505,0.0000,0.0000,0.0000,0.0000,0.0000,-1.9707,-8.7350,-0.6449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,5,true,false,-1.8385,0.99813,AGENT_STOP,1,F0:16|F1:1,8278,0,0,0,0,0,2,0,0,8276,22,0,false,false,32,0.3084,1.0000,19
2026-05-06 23:03:48,run_1778097755423,1,12,12,v3,16,true,32,8,0,0.0,7,3.2000,0.0000,0.5600,0.0900,-0.4000,0.2800,0.0000,0.7000,0.2600,0.2800,-0.1800,0.7700,0.8400,0.0000,0.0000,0.0000,-3.9195,-3.0895,-0.3300,-0.5000,0.0000,-6.3744,0.0000,0.0000,0.0000,0.0000,0.0000,-3.0895,-3.1170,-0.1679,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,3,true,false,-3.1744,0.99794,AGENT_STOP,0,F0:7,3473,0,0,0,0,0,0,0,0,3473,7,0,false,false,32,0.2798,1.0000,15
2026-05-06 23:03:49,run_1778097755423,1,13,13,v3,16,true,32,26,0,0.0,25,16.3920,0.0000,2.0000,1.5300,-1.8000,0.9520,0.0000,0.1500,0.5500,1.0500,-0.5400,2.7500,9.7500,0.0000,0.0000,0.0000,-1.2957,-1.1457,-0.1500,0.0000,0.0000,-14.4449,0.0000,0.0000,0.0000,0.0000,0.0000,-1.1457,-13.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,10,5,false,false,1.9471,0.99776,AGENT_STOP,1,F0:19|F1:6,11603,0,0,0,0,0,3,0,0,11600,22,0,false,false,32,0.2369,1.0000,17
2026-05-06 23:03:50,run_1778097755423,1,14,14,v3,16,true,32,7,0,0.0,6,2.4320,0.0000,0.4800,0.3600,-0.4000,0.2320,0.0000,0.0000,0.2600,0.2100,0.0000,0.6600,0.6300,0.0000,0.0000,0.0000,-4.0000,-3.2057,-0.3400,-0.5000,0.0457,-4.6817,0.0000,0.0000,0.0000,0.0000,0.0000,-3.2057,-1.4760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,3,3,false,false,-2.2497,0.99757,AGENT_STOP,1,F0:5|F1:1,3295,0,0,0,0,0,1,0,0,3294,4,0,false,false,32,0.2251,1.0000,15
2026-05-06 23:03:50,run_1778097755423,1,15,15,v3,16,true,32,8,0,0.0,7,3.4620,0.0000,0.5600,0.3600,-0.2000,0.2720,0.0000,0.5500,0.1400,0.3500,-0.1800,0.7700,0.8400,0.0000,0.0000,0.0000,-3.9195,-3.0895,-0.3300,-0.5000,0.0000,-4.5775,0.0000,0.0000,0.0000,0.0000,0.0000,-3.0895,-1.3890,-0.0990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,5,true,false,-1.1155,0.99738,AGENT_STOP,1,F0:6|F1:1,3515,0,0,0,0,0,0,0,0,3515,6,0,false,false,32,0.3041,1.0000,18
2026-05-06 23:03:51,run_1778097755423,1,16,16,v3,16,true,32,20,0,0.0,19,12.1664,0.0000,1.5200,1.3500,-1.0000,0.7064,0.0000,0.7000,0.5500,0.9100,-0.3600,2.0900,5.7000,0.0000,0.0000,0.0000,-1.9677,-1.7577,-0.2100,0.0000,0.0000,-10.0562,0.0000,0.0000,0.0000,0.0000,0.0000,-1.7577,-7.7900,-0.5085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6,9,true,false,2.1102,0.99720,AGENT_STOP,1,F0:13|F1:6,9278,0,0,0,0,0,0,0,0,9278,23,0,false,false,32,0.3131,1.0000,19
2026-05-06 23:03:53,run_1778097755423,1,17,17,v3,16,true,32,25,1,4.0,23,12.3800,-0.3500,1.8400,1.9800,-1.0000,0.8400,0.0000,0.7000,0.5500,1.1900,-0.5400,2.5300,4.6800,0.0000,-0.0400,0.0000,-1.4146,-1.2446,-0.1700,0.0000,0.0000,-7.5782,0.0000,0.0000,0.0000,0.0000,0.0000,-1.2446,-5.6042,-0.7294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,5,9,true,false,4.8018,0.99701,AGENT_STOP,1,F0:17|F1:6,13147,1,0,0,0,0,7,0,0,13139,21,0,false,false,32,0.2951,1.0000,19
2026-05-06 23:03:54,run_1778097755423,1,18,18,v3,16,true,32,9,0,0.0,9,3.9620,0.0000,0.6400,0.3600,-0.4000,0.3120,0.0000,0.5500,0.2600,0.3500,-0.1800,0.9900,1.0800,0.0000,0.0000,0.0000,-3.2840,-2.9740,-0.3100,0.0000,0.0000,-8.3981,0.0000,0.0000,0.0000,0.0000,0.0000,-2.9740,-5.2580,-0.1661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,6,true,false,-4.4361,0.99682,AGENT_STOP,1,F0:8|F1:1,5088,0,0,0,0,0,1,0,0,5087,6,0,false,false,32,0.3134,1.0000,19
2026-05-06 23:03:54,run_1778097755423,1,19,19,v3,16,true,32,14,0,0.0,13,6.9348,0.0000,1.0400,0.6300,-0.6000,0.4848,0.0000,0.5500,0.4000,0.6300,-0.3600,1.4300,2.7300,0.0000,0.0000,0.0000,-2.6781,-2.4081,-0.2700,0.0000,0.0000,-8.7497,0.0000,0.0000,0.0000,0.0000,0.0000,-2.4081,-5.9403,-0.4013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,4,6,true,false,-1.8149,0.99664,AGENT_STOP,1,F0:9|F1:4,7219,0,0,0,0,0,2,0,0,7217,9,0,false,false,32,0.2980,1.0000,18
2026-05-06 23:03:57,run_1778097755423,1,20,20,v3,16,true,32,40,0,0.0,41,38.2134,0.0000,3.2000,3.7800,-1.8000,1.4734,0.0000,0.7000,0.5500,2.1000,-0.9000,4.5100,24.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-25.8809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-24.0651,-1.8158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,10,13,true,false,12.3325,0.99645,MAX_STEPS,2,F0:26|F1:14|F2:1,18816,0,0,0,0,0,4,0,0,18812,47,0,false,false,32,0.3300,1.0000,20
2026-05-06 23:03:58,run_1778097755423,1,21,21,v3,16,true,32,25,0,0.0,25,17.5776,0.0000,1.9200,2.7000,-1.2000,0.9000,0.0000,0.3000,0.5500,1.1900,-0.5400,2.7500,9.0000,0.0076,0.0000,0.0000,-1.3946,-1.2446,-0.1500,0.0000,0.0000,-9.6054,0.0505,0.0000,0.0000,0.0000,0.0000,-1.2446,-8.4113,0.0000,0.0000,0.0000,0.0004,0.0018,0.0000,0.0000,-1,7,11,false,false,7.9722,0.99626,AGENT_STOP,1,F0:16|F1:9,12341,0,0,0,0,0,3,0,0,12338,19,0,false,false,32,0.2621,1.0000,17
2026-05-06 23:03:59,run_1778097755423,1,22,22,v3,16,true,32,17,0,0.0,16,9.2600,0.0000,1.2800,1.1700,-1.2000,0.6200,0.0000,0.5500,0.5500,0.6300,-0.1800,1.7600,4.0800,0.0000,0.0000,0.0000,-2.3187,-2.0787,-0.2400,0.0000,0.0000,-9.6246,0.0000,0.0000,0.0000,0.0000,0.0000,-2.0787,-7.0160,-0.5299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,5,true,false,-0.3646,0.99608,AGENT_STOP,1,F0:13|F1:3,8629,0,0,0,0,0,0,0,0,8629,18,0,false,false,32,0.3069,1.0000,19
2026-05-06 23:04:00,run_1778097755423,1,23,23,v3,16,true,32,14,0,0.0,13,6.1900,0.0000,1.0400,0.1800,-1.2000,0.5200,0.0000,0.7000,0.5500,0.4200,-0.1800,1.4300,2.7300,0.0000,0.0000,0.0000,-2.6781,-2.4081,-0.2700,0.0000,0.0000,-8.4990,0.0000,0.0000,0.0000,0.0000,0.0000,-2.4081,-5.6690,-0.4219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7,3,true,false,-2.3090,0.99589,AGENT_STOP,0,F0:13,7187,0,0,0,0,0,2,0,0,7185,14,0,false,false,32,0.2698,1.0000,15
2026-05-06 23:04:01,run_1778097755423,1,24,24,v3,16,true,32,13,0,0.0,12,6.1140,0.0000,0.9600,0.4500,-0.8000,0.4640,0.0000,0.7000,0.5500,0.4900,-0.3600,1.3200,2.3400,0.0000,0.0000,0.0000,-2.7997,-2.5197,-0.2800,0.0000,0.0000,-12.4298,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5197,-9.4450,-0.4652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,5,4,true,false,-6.3158,0.99570,AGENT_STOP,1,F0:10|F1:2,7243,0,0,0,0,0,0,0,0,7243,8,0,false,false,32,0.3040,1.0000,18
2026-05-06 23:04:02,run_1778097755423,1,25,25,v3,16,true,32,11,0,0.0,11,5.0737,0.0000,0.8000,0.3600,-0.4000,0.4000,0.0000,0.3000,0.2600,0.4900,0.0000,1.2100,1.6500,0.0037,0.0000,0.0000,-3.0353,-2.7453,-0.2900,0.0000,0.0000,-5.8597,0.0246,0.0000,0.0000,0.0000,0.0000,-2.7453,-3.1390,0.0000,0.0000,0.0000,0.0002,0.0009,0.0000,0.0000,-1,3,5,false,false,-0.7860,0.99552,AGENT_STOP,0,F0:11,5911,0,0,0,0,0,1,0,0,5910,5,0,false,false,32,0.2327,1.0000,13
2026-05-06 23:04:02,run_1778097755423,1,26,26,v3,16,true,32,16,0,0.0,15,8.8556,0.0000,1.2000,1.1700,-0.8000,0.5656,0.0000,0.4000,0.5500,0.7000,-0.1800,1.6500,3.6000,0.0000,0.0000,0.0000,-2.4376,-2.1876,-0.2500,0.0000,0.0000,-6.2721,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1876,-3.8314,-0.2531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,4,12,true,false,2.5835,0.99533,AGENT_STOP,1,F0:11|F1:4,6795,0,0,0,0,0,1,0,0,6794,12,0,false,false,32,0.3051,1.0000,19
2026-05-06 23:04:03,run_1778097755423,1,27,27,v3,16,true,32,11,0,0.0,10,3.8419,0.0000,0.8000,0.2700,-1.0000,0.4000,0.0000,0.1500,0.5500,0.2800,-0.3600,1.1000,1.6500,0.0019,0.0000,0.0000,-3.0453,-2.7453,-0.3000,0.0000,0.0000,-8.7645,0.0127,0.0000,0.0000,0.0000,0.0000,-2.7453,-6.0320,0.0000,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,-1,6,3,false,false,-4.9226,0.99514,AGENT_STOP,0,F0:10,5235,0,0,0,0,0,0,0,0,5235,9,0,false,false,32,0.1906,1.0000,13
2026-05-06 23:04:04,run_1778097755423,1,28,28,v3,16,true,32,13,0,0.0,12,6.2560,0.0000,0.9600,0.8100,-0.6000,0.4560,0.0000,0.5500,0.4000,0.5600,-0.5400,1.3200,2.3400,0.0000,0.0000,0.0000,-2.7997,-2.5197,-0.2800,0.0000,0.0000,-10.7205,0.0000,0.0000,0.0000,0.0000,0.0000,-2.5197,-7.8150,-0.3858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,4,6,true,false,-4.4645,0.99496,AGENT_STOP,1,F0:9|F1:3,7479,0,0,0,0,0,1,0,0,7478,6,0,false,false,32,0.3082,1.0000,19
2026-05-06 23:04:05,run_1778097755423,1,29,29,v3,16,true,32,28,0,0.0,27,22.1052,0.0000,2.1600,3.4200,-1.8000,1.0040,0.0000,0.7000,0.5500,1.1900,-0.1800,2.9700,11.3400,0.7512,0.0000,0.0000,-1.0822,-0.9522,-0.1300,0.0000,0.0000,-4.6861,5.0078,0.0000,0.0000,0.0000,0.0000,-0.9522,-7.8960,-0.8457,0.0000,0.0000,0.0422,0.0000,0.1667,0.1000,0,7,15,true,false,17.4191,0.99477,AGENT_STOP,2,F0:19|F1:6|F2:2,12362,0,0,0,0,0,3,0,0,12359,29,0,false,false,32,0.3068,1.0000,19
2026-05-06 23:04:06,run_1778097755423,1,30,30,v3,16,true,32,9,0,0.0,8,3.5308,0.0000,0.6400,0.4500,-0.4000,0.3008,0.0000,0.1500,0.2600,0.3500,-0.1800,0.8800,1.0800,0.0000,0.0000,0.0000,-3.2940,-2.9740,-0.3200,0.0000,0.0000,-7.1120,0.0000,0.0000,0.0000,0.0000,0.0000,-2.9740,-4.1380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,3,6,false,false,-3.5812,0.99458,AGENT_STOP,1,F0:6|F1:2,5236,0,0,0,0,0,0,0,0,5236,10,0,false,false,32,0.2312,1.0000,16
2026-05-06 23:04:06,run_1778097755423,1,31,31,v3,16,true,32,7,0,0.0,6,2.7940,0.0000,0.4800,0.3600,-0.2000,0.2240,0.0000,0.4000,0.1400,0.2800,-0.1800,0.6600,0.6300,0.0000,0.0000,0.0000,-4.0000,-3.2057,-0.3400,-0.5000,0.0457,-5.1928,0.0000,0.0000,0.0000,0.0000,0.0000,-3.2057,-1.9170,-0.0701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,5,true,false,-2.3988,0.99440,AGENT_STOP,1,F0:4|F1:2,3657,0,0,0,0,0,1,0,0,3656,8,0,false,false,32,0.2986,1.0000,18
2026-05-06 23:04:08,run_1778097755423,1,32,32,v3,16,true,32,35,0,0.0,34,29.3700,0.0000,2.7200,2.7000,-1.6000,1.3200,0.0000,0.7000,0.5500,1.7500,-0.3600,3.7400,17.8500,0.0000,0.0000,0.0000,-0.3930,-0.3330,-0.0600,0.0000,0.0000,-5.6523,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3330,-4.0129,-1.3064,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6,20,true,false,23.7177,0.99421,AGENT_STOP,1,F0:29|F1:5,16117,0,0,0,0,0,1,0,0,16116,35,0,false,false,32,0.3056,1.0000,19
2026-05-06 23:04:10,run_1778097755423,1,33,33,v3,16,true,32,19,0,0.0,19,10.4840,0.0000,1.4400,1.0800,-1.4000,0.7040,0.0000,0.5500,0.5500,0.7000,-0.3600,2.0900,5.1300,0.0000,0.0000,0.0000,-2.0737,-1.8637,-0.2100,0.0000,0.0000,-10.7791,0.0000,0.0000,0.0000,0.0000,0.0000,-1.8637,-7.9590,-0.9564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,8,7,true,false,-0.2951,0.99403,AGENT_STOP,1,F0:17|F1:2,9201,0,0,0,0,0,1,0,0,9200,15,0,false,false,32,0.3103,1.0000,19
2026-05-06 23:04:10,run_1778097755423,1,34,34,v3,16,true,32,10,0,0.0,9,4.2479,0.0000,0.7200,0.6300,-0.4000,0.3360,0.0000,0.3000,0.2600,0.4200,-0.3600,0.9900,1.3500,0.0019,0.0000,0.0000,-3.1693,-2.8593,-0.3100,0.0000,0.0000,-6.7526,0.0126,0.0000,0.0000,0.0000,0.0000,-2.8593,-3.9059,0.0000,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,-1,3,5,false,false,-2.5047,0.99384,AGENT_STOP,1,F0:6|F1:3,6049,0,0,0,0,0,2,0,0,6047,9,0,false,false,32,0.2425,1.0000,17
2026-05-06 23:04:11,run_1778097755423,1,35,35,v3,16,true,32,10,0,0.0,9,4.4500,0.0000,0.7200,0.3600,-0.6000,0.3600,0.0000,0.5500,0.5500,0.3500,-0.1800,0.9900,1.3500,0.0000,0.0000,0.0000,-3.1693,-2.8593,-0.3100,0.0000,0.0000,-6.8986,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8593,-3.8153,-0.2240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,4,3,true,false,-2.4486,0.99365,AGENT_STOP,0,F0:9,5721,0,0,0,0,0,0,0,0,5721,12,0,false,false,32,0.2647,1.0000,15
2026-05-06 23:04:11,run_1778097755423,1,36,36,v3,16,true,32,10,0,0.0,9,3.7780,0.0000,0.7200,0.4500,-0.6000,0.3280,0.0000,0.1500,0.4000,0.3500,-0.3600,0.9900,1.3500,0.0000,0.0000,0.0000,-3.1693,-2.8593,-0.3100,0.0000,0.0000,-11.2991,0.0000,0.0000,0.0000,0.0000,0.0000,-2.8593,-8.4398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,4,5,false,false,-7.5211,0.99347,AGENT_STOP,1,F0:7|F1:2,5263,0,0,0,0,0,1,0,0,5262,6,0,false,false,32,0.2153,1.0000,17
2026-05-06 23:04:12,run_1778097755423,1,37,37,v3,16,true,32,6,0,0.0,5,1.3800,0.0000,0.4000,0.0900,-0.6000,0.2000,0.0000,0.0000,0.4000,0.0700,-0.1800,0.5500,0.4500,0.0000,0.0000,0.0000,-4.0000,-3.3226,-0.3500,-0.5000,0.1726,-8.3226,0.0000,0.0000,0.0000,0.0000,0.0000,-3.3226,0.0000,0.0000,-5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,0,0,false,false,-6.9426,0.99328,AGENT_STOP,0,F0:5,2305,0,0,0,0,0,0,0,0,2305,4,0,false,false,32,0.1929,1.0000,13
2026-05-06 23:04:12,run_1778097755423,1,38,38,v3,16,true,32,7,0,0.0,6,2.3120,0.0000,0.4800,0.2700,-0.4000,0.2320,0.0000,0.1500,0.2600,0.2100,-0.1800,0.6600,0.6300,0.0000,0.0000,0.0000,-4.0000,-3.2057,-0.3400,-0.5000,0.0457,-5.0423,0.0000,0.0000,0.0000,0.0000,0.0000,-3.2057,-1.8366,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1,3,3,false,false,-2.7303,0.99310,AGENT_STOP,1,F0:5|F1:1,2826,0,0,0,0,0,0,0,0,2826,5,0,false,false,32,0.2248,1.0000,16
2026-05-06 23:04:13,run_1778097755423,1,39,39,v3,16,true,32,16,0,0.0,15,9.3600,0.0000,1.2000,1.2600,-0.4000,0.5800,0.0000,0.5500,0.2600,0.8400,-0.1800,1.6500,3.6000,0.0000,0.0000,0.0000,-2.4376,-2.1876,-0.2500,0.0000,0.0000,-5.0129,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1876,-2.4450,-0.3803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,3,7,true,false,4.3471,0.99291,AGENT_STOP,1,F0:12|F1:3,7082,0,0,0,0,0,0,0,0,7082,11,0,false,false,32,0.3175,1.0000,18
