timestamp,run_id,epoch,episode,total_episode_count,state_encoder_version,total_actions,blocks_placed,invalid_actions,episode_ms,context_ms,state_encode_ms,next_state_encode_ms,action_select_ms,grid_clone_ms,placement_ms,finalize_ms,reward_ms,replay_ms,train_batch_ms,invalid_log_ms,final_eval_ms,episode_log_ms,update_best_ms,untracked_ms,top_stage,top_stage_ms,rejected_proximity,rejected_rot_aim,dead_tiles,dead_rotations,pruned_types
2026-05-05 23:24:06,run_1778011901552,5,124,775,v3,23,23,0,1260.807,0.221,10.037,9.248,139.929,0.332,0.104,0.300,0.113,2.072,1097.860,0.000,0.152,0.002,0.029,0.408,train_batch,1097.860,10581,0,0,0,0
2026-05-05 23:24:24,run_1778011901552,5,149,800,v3,16,15,0,858.776,0.151,6.715,6.099,103.149,0.175,0.070,0.188,0.098,1.417,740.133,0.000,0.101,0.229,0.022,0.230,train_batch,740.133,7538,0,0,0,0
2026-05-05 23:24:43,run_1778011901552,6,24,825,v3,8,7,0,414.875,0.065,2.603,2.158,44.366,0.043,0.025,0.049,0.016,0.699,364.706,0.000,0.067,0.001,0.010,0.070,train_batch,364.706,3373,0,0,0,0
2026-05-05 23:25:06,run_1778011901552,6,49,850,v3,8,7,0,439.353,0.065,2.861,2.973,49.950,0.047,0.033,0.050,0.037,1.001,382.028,0.000,0.067,0.150,0.013,0.080,train_batch,382.028,3200,0,0,0,0
2026-05-05 23:25:25,run_1778011901552,6,74,875,v3,12,11,0,633.091,0.100,4.159,3.552,67.225,0.101,0.040,0.090,0.069,1.034,556.498,0.000,0.074,0.002,0.015,0.134,train_batch,556.498,4665,0,0,0,0
2026-05-05 23:25:55,run_1778011901552,6,99,900,v3,38,38,0,2101.098,0.398,16.585,15.559,218.673,0.828,0.199,0.949,0.150,3.259,1843.196,0.000,0.169,0.125,0.045,0.963,train_batch,1843.196,18834,0,0,0,0
2026-05-05 23:26:21,run_1778011901552,6,124,925,v3,15,14,0,835.527,0.133,5.995,5.748,84.277,0.188,0.091,0.132,0.083,1.351,737.179,0.000,0.092,0.002,0.021,0.238,train_batch,737.179,7261,0,0,0,0
2026-05-05 23:26:40,run_1778011901552,6,149,950,v3,16,15,0,864.769,0.149,7.220,6.775,104.573,0.173,0.067,0.141,0.086,1.449,743.665,0.000,0.089,0.131,0.021,0.231,train_batch,743.665,7404,0,0,0,0
2026-05-05 23:27:00,run_1778011901552,7,24,975,v3,11,10,0,683.259,0.099,5.518,4.919,89.247,0.095,0.053,0.077,0.057,1.286,581.694,0.000,0.071,0.002,0.015,0.128,train_batch,581.694,5145,0,0,0,0
2026-05-05 23:27:21,run_1778011901552,7,49,1000,v3,8,7,0,421.416,0.076,3.192,2.817,50.152,0.051,0.033,0.045,0.034,0.710,364.006,0.000,0.063,0.146,0.013,0.079,train_batch,364.006,3353,0,0,0,0
2026-05-05 23:27:41,run_1778011901552,7,74,1025,v3,19,18,0,1023.898,0.178,7.138,6.658,104.608,0.237,0.081,0.214,0.105,1.701,902.579,0.000,0.100,0.001,0.022,0.280,train_batch,902.579,8014,0,0,0,0
2026-05-05 23:28:01,run_1778011901552,7,99,1050,v3,16,15,0,832.663,0.142,5.970,5.298,94.617,0.171,0.067,0.141,0.075,1.366,724.364,0.000,0.088,0.126,0.020,0.220,train_batch,724.364,7500,0,0,0,0
2026-05-05 23:28:20,run_1778011901552,7,124,1075,v3,25,24,0,1490.659,0.239,11.648,11.172,178.963,0.415,0.138,0.358,0.105,2.866,1284.086,0.000,0.110,0.001,0.037,0.524,train_batch,1284.086,12818,0,0,0,0
2026-05-05 23:28:43,run_1778011901552,7,149,1100,v3,16,15,0,826.920,0.140,6.756,6.338,87.721,0.173,0.065,0.189,0.050,1.426,723.532,0.000,0.080,0.207,0.021,0.222,train_batch,723.532,6723,0,0,0,0
2026-05-05 23:29:07,run_1778011901552,8,24,1125,v3,21,20,0,1240.719,0.194,8.826,8.744,128.546,0.288,0.092,0.332,0.097,1.884,1091.208,0.000,0.110,0.001,0.033,0.364,train_batch,1091.208,9637,0,0,0,0
2026-05-05 23:29:29,run_1778011901552,8,49,1150,v3,25,22,2,1568.625,0.263,11.562,11.322,176.540,0.364,0.173,0.361,0.126,2.173,1364.935,0.000,0.117,0.117,0.032,0.542,train_batch,1364.935,12435,0,0,0,0
2026-05-05 23:29:49,run_1778011901552,8,74,1175,v3,6,5,0,394.561,0.047,2.047,1.926,34.368,0.032,0.017,0.023,0.032,0.482,355.527,0.000,0.003,0.002,0.009,0.048,train_batch,355.527,3230,0,0,0,0
2026-05-05 23:30:12,run_1778011901552,8,99,1200,v3,12,11,0,615.878,0.098,4.700,4.584,69.571,0.098,0.036,0.065,0.046,1.054,535.260,0.000,0.075,0.151,0.015,0.125,train_batch,535.260,4928,0,0,0,0
2026-05-05 23:30:40,run_1778011901552,8,124,1225,v3,7,6,0,397.300,0.058,2.067,1.850,35.446,0.039,0.018,0.027,0.039,0.586,357.050,0.000,0.059,0.002,0.009,0.050,train_batch,357.050,2967,0,0,0,0
2026-05-05 23:31:00,run_1778011901552,8,149,1250,v3,15,14,0,924.212,0.131,5.942,5.966,139.509,0.157,0.072,0.116,0.074,1.568,770.264,0.000,0.078,0.118,0.018,0.199,train_batch,770.264,7094,0,0,0,0
2026-05-05 23:31:18,run_1778011901552,9,24,1275,v3,7,6,0,398.587,0.054,2.646,2.528,36.775,0.039,0.021,0.023,0.009,0.591,355.791,0.000,0.053,0.002,0.009,0.048,train_batch,355.791,3455,0,0,0,0
2026-05-05 23:31:37,run_1778011901552,9,49,1300,v3,6,5,0,394.905,0.048,1.803,1.544,30.438,0.043,0.013,0.018,0.031,0.494,360.310,0.000,0.002,0.115,0.008,0.037,train_batch,360.310,3341,0,0,0,0
2026-05-05 23:31:55,run_1778011901552,9,74,1325,v3,12,11,0,646.009,0.100,5.105,4.867,92.946,0.102,0.050,0.079,0.051,1.069,541.417,0.000,0.074,0.002,0.013,0.136,train_batch,541.417,5080,0,0,0,0
2026-05-05 23:32:15,run_1778011901552,9,99,1350,v3,18,17,0,1068.559,0.172,7.268,6.594,100.974,0.224,0.070,0.144,0.086,1.610,950.947,0.000,0.087,0.119,0.020,0.246,train_batch,950.947,8929,0,2,0,0
2026-05-05 23:32:40,run_1778011901552,9,124,1375,v3,12,12,0,677.606,0.107,4.997,4.259,91.899,0.116,0.051,0.074,0.064,1.357,574.457,0.000,0.065,0.001,0.015,0.142,train_batch,574.457,5936,0,0,0,0
2026-05-05 23:33:00,run_1778011901552,9,149,1400,v3,20,19,0,1022.993,0.190,8.139,7.669,116.632,0.260,0.078,0.171,0.087,1.668,887.586,0.000,0.087,0.110,0.023,0.296,train_batch,887.586,8926,0,0,0,0
2026-05-05 23:33:23,run_1778011901552,10,24,1425,v3,15,14,0,824.451,0.136,6.521,6.140,95.543,0.156,0.062,0.106,0.093,1.284,714.140,0.000,0.071,0.001,0.017,0.181,train_batch,714.140,7514,0,0,0,0
2026-05-05 23:33:43,run_1778011901552,10,49,1450,v3,34,34,0,2002.445,0.405,14.804,13.695,239.018,0.752,0.167,0.674,0.136,3.322,1728.321,0.000,0.140,0.122,0.037,0.851,train_batch,1728.321,16164,0,0,0,0
2026-05-05 23:34:05,run_1778011901552,10,74,1475,v3,18,17,0,1008.246,0.166,6.239,5.591,98.338,0.208,0.066,0.169,0.053,1.508,895.560,0.000,0.086,0.002,0.020,0.241,train_batch,895.560,9186,0,0,0,0
2026-05-05 23:34:25,run_1778011901552,10,99,1500,v3,9,8,0,599.024,0.072,3.502,3.347,55.477,0.057,0.032,0.037,0.040,0.756,535.436,0.000,0.066,0.108,0.018,0.076,train_batch,535.436,4637,0,0,0,0
2026-05-05 23:34:47,run_1778011901552,10,124,1525,v3,10,9,0,689.711,0.090,14.073,5.638,114.621,0.088,0.055,0.052,0.079,1.437,553.393,0.000,0.064,0.001,0.012,0.110,train_batch,553.393,5330,0,0,0,0
2026-05-05 23:35:06,run_1778011901552,10,149,1550,v3,20,19,0,1028.638,0.190,8.166,7.495,120.353,0.247,0.073,0.181,0.066,1.658,889.639,0.000,0.124,0.142,0.022,0.283,train_batch,889.639,9630,0,0,0,0
2026-05-05 23:35:22,run_1778011901552,11,24,1575,v3,20,19,0,1026.999,0.185,8.419,7.674,119.758,0.254,0.080,0.197,0.106,1.664,888.259,0.000,0.087,0.002,0.021,0.293,train_batch,888.259,9335,0,0,0,0
2026-05-05 23:35:43,run_1778011901552,11,49,1600,v3,7,6,0,404.681,0.056,2.657,2.661,44.974,0.045,0.025,0.023,0.034,0.563,353.418,0.000,0.056,0.102,0.010,0.059,train_batch,353.418,3666,0,0,0,0
2026-05-05 23:36:04,run_1778011901552,11,74,1625,v3,7,6,0,405.842,0.058,2.681,2.498,40.894,0.040,0.025,0.025,0.011,0.602,358.887,0.000,0.056,0.002,0.009,0.053,train_batch,358.887,3330,0,0,0,0
2026-05-05 23:36:30,run_1778011901552,11,99,1650,v3,21,20,0,1189.349,0.198,6.517,5.749,114.078,0.264,0.075,0.227,0.089,1.762,1059.805,0.000,0.115,0.116,0.029,0.324,train_batch,1059.805,10384,0,0,0,0
2026-05-05 23:36:53,run_1778011901552,11,124,1675,v3,7,6,0,408.384,0.058,2.709,2.507,47.649,0.038,0.023,0.026,0.010,0.586,354.659,0.000,0.057,0.002,0.009,0.051,train_batch,354.659,3245,0,0,0,0
2026-05-05 23:37:13,run_1778011901552,11,149,1700,v3,8,7,0,419.698,0.065,2.360,2.097,47.826,0.048,0.024,0.029,0.054,0.677,366.282,0.000,0.054,0.102,0.010,0.072,train_batch,366.282,3032,0,0,0,0
2026-05-05 23:37:35,run_1778011901552,12,24,1725,v3,15,14,0,819.005,0.130,6.359,6.061,85.429,0.158,0.052,0.105,0.050,1.271,719.115,0.000,0.090,0.001,0.017,0.166,train_batch,719.115,7246,0,0,0,0
2026-05-05 23:37:57,run_1778011901552,12,49,1750,v3,27,26,0,1466.157,0.277,10.434,10.153,165.545,0.434,0.138,0.365,0.130,2.617,1275.280,0.000,0.126,0.104,0.029,0.525,train_batch,1275.280,12871,0,0,0,0
2026-05-05 23:38:23,run_1778011901552,12,74,1775,v3,9,8,0,594.507,0.073,2.808,2.476,49.023,0.059,0.025,0.036,0.062,0.729,539.056,0.000,0.063,0.001,0.017,0.080,train_batch,539.056,5298,0,0,0,0
2026-05-05 23:38:48,run_1778011901552,12,99,1800,v3,6,5,0,405.240,0.048,2.175,2.041,42.712,0.032,0.022,0.017,0.009,0.487,357.541,0.000,0.003,0.103,0.009,0.042,train_batch,357.541,2586,0,0,0,0
2026-05-05 23:39:06,run_1778011901552,12,124,1825,v3,9,8,0,599.953,0.073,2.740,2.342,49.381,0.057,0.033,0.036,0.037,0.750,544.345,0.000,0.066,0.002,0.019,0.074,train_batch,544.345,5437,0,0,0,0
2026-05-05 23:39:27,run_1778011901552,12,149,1850,v3,17,16,0,1015.207,0.145,4.929,4.696,100.169,0.176,0.062,0.135,0.055,1.429,902.982,0.000,0.084,0.101,0.025,0.218,train_batch,902.982,9681,0,0,0,0
2026-05-05 23:39:51,run_1778011901552,13,24,1875,v3,17,16,0,1123.501,0.152,6.931,7.079,123.404,0.188,0.070,0.136,0.057,1.522,983.621,0.000,0.095,0.001,0.025,0.222,train_batch,983.621,9420,0,0,0,0
2026-05-05 23:40:18,run_1778011901552,13,49,1900,v3,13,12,0,830.592,0.115,5.667,5.376,94.194,0.115,0.054,0.081,0.050,1.069,723.524,0.000,0.076,0.102,0.023,0.146,train_batch,723.524,7135,0,0,0,0
2026-05-05 23:40:43,run_1778011901552,13,74,1925,v3,22,21,0,1234.731,0.204,9.192,8.681,121.243,0.303,0.083,0.225,0.074,1.788,1092.486,0.000,0.095,0.002,0.024,0.334,train_batch,1092.486,11822,0,1,0,0
2026-05-05 23:41:13,run_1778011901552,13,99,1950,v3,12,11,0,657.803,0.103,5.196,5.262,94.152,0.109,0.044,0.072,0.044,0.996,551.495,0.000,0.070,0.110,0.015,0.136,train_batch,551.495,6081,0,0,0,0
2026-05-05 23:41:41,run_1778011901552,13,124,1975,v3,55,56,2,3033.872,0.644,23.151,22.007,363.828,1.700,0.310,2.128,0.188,4.381,2613.367,0.000,0.191,0.002,0.059,1.918,train_batch,2613.367,29299,0,5,0,0
2026-05-05 23:42:05,run_1778011901552,13,149,2000,v3,21,20,0,1217.289,0.193,8.765,8.383,121.387,0.262,0.075,0.202,0.110,1.750,1075.609,0.000,0.107,0.104,0.030,0.313,train_batch,1075.609,11720,0,3,0,0
2026-05-05 23:42:27,run_1778011901552,14,24,2025,v3,15,14,0,890.426,0.144,6.171,5.529,88.605,0.146,0.054,0.114,0.024,1.271,788.099,0.000,0.081,0.002,0.017,0.169,train_batch,788.099,7079,0,0,0,0
2026-05-05 23:42:50,run_1778011901552,14,49,2050,v3,9,8,0,594.542,0.079,2.960,2.847,50.231,0.060,0.031,0.038,0.033,0.710,537.283,0.000,0.072,0.102,0.021,0.076,train_batch,537.283,5352,0,0,0,0
2026-05-05 23:43:17,run_1778011901552,14,74,2075,v3,7,6,0,414.862,0.058,2.355,2.226,43.663,0.042,0.024,0.025,0.038,0.598,365.713,0.000,0.057,0.002,0.009,0.053,train_batch,365.713,3407,0,0,0,0
2026-05-05 23:43:44,run_1778011901552,14,99,2100,v3,6,5,0,400.947,0.050,2.209,1.981,39.431,0.034,0.020,0.019,0.033,0.490,356.520,0.000,0.003,0.103,0.009,0.045,train_batch,356.520,3442,0,0,0,0
2026-05-05 23:44:06,run_1778011901552,14,124,2125,v3,26,25,0,1452.964,0.276,11.071,10.565,173.434,0.404,0.126,0.360,0.116,2.270,1253.736,0.000,0.106,0.001,0.034,0.465,train_batch,1253.736,12708,0,1,0,0
2026-05-05 23:44:32,run_1778011901552,14,149,2150,v3,7,6,0,412.941,0.058,2.662,2.474,50.609,0.038,0.025,0.023,0.009,0.587,356.246,0.000,0.051,0.101,0.010,0.050,train_batch,356.246,3700,0,0,0,0
2026-05-05 23:44:56,run_1778011901552,15,24,2175,v3,20,19,0,1038.156,0.187,8.410,8.070,118.436,0.251,0.081,0.202,0.101,1.601,900.413,0.000,0.094,0.001,0.022,0.287,train_batch,900.413,9272,0,1,0,0
2026-05-05 23:45:22,run_1778011901552,15,49,2200,v3,26,25,0,1439.166,0.269,11.306,10.615,165.461,0.413,0.104,0.332,0.096,2.122,1247.542,0.000,0.173,0.206,0.031,0.495,train_batch,1247.542,12738,0,2,0,0
2026-05-05 23:45:42,run_1778011901552,15,74,2225,v3,36,36,0,1864.237,0.395,15.706,15.103,227.212,0.750,0.172,0.813,0.173,2.951,1599.939,0.000,0.156,0.002,0.038,0.828,train_batch,1599.939,16822,0,1,0,0
2026-05-05 23:46:07,run_1778011901552,15,99,2250,v3,33,32,0,1850.255,0.360,14.886,14.051,205.872,0.607,0.127,0.657,0.165,2.677,1609.864,0.000,0.151,0.112,0.041,0.685,train_batch,1609.864,17410,0,1,0,0
2026-05-05 23:46:27,run_1778011901552,15,124,2275,v3,8,7,0,407.624,0.062,2.686,2.601,44.795,0.049,0.024,0.030,0.031,0.629,356.586,0.000,0.057,0.002,0.010,0.062,train_batch,356.586,3464,0,1,0,0
2026-05-05 23:46:47,run_1778011901552,15,149,2300,v3,8,7,0,423.769,0.063,3.255,3.311,63.043,0.052,0.032,0.032,0.060,0.675,352.998,0.000,0.063,0.101,0.011,0.074,train_batch,352.998,3603,0,0,0,0
2026-05-05 23:47:13,run_1778011901552,16,24,2325,v3,18,17,0,1122.038,0.171,8.124,9.468,141.919,0.236,0.102,0.162,0.096,2.048,959.336,0.000,0.084,0.002,0.019,0.271,train_batch,959.336,9644,0,1,0,0
2026-05-05 23:47:38,run_1778011901552,16,49,2350,v3,32,32,0,1660.230,0.320,14.086,13.355,202.877,0.630,0.158,0.625,0.136,2.620,1424.430,0.000,0.131,0.105,0.035,0.722,train_batch,1424.430,15514,0,1,0,0
2026-05-05 23:48:02,run_1778011901552,16,74,2375,v3,15,14,0,818.185,0.135,5.674,5.491,88.685,0.148,0.056,0.114,0.056,1.211,716.327,0.000,0.093,0.002,0.018,0.176,train_batch,716.327,7051,0,0,0,0
2026-05-05 23:48:18,run_1778011901552,16,99,2400,v3,12,11,0,621.382,0.103,4.864,4.726,76.356,0.099,0.045,0.071,0.079,1.139,533.580,0.000,0.070,0.102,0.014,0.133,train_batch,533.580,5502,0,0,0,0
2026-05-05 23:48:40,run_1778011901552,16,124,2425,v3,16,15,0,821.058,0.137,5.978,5.666,89.805,0.160,0.059,0.111,0.045,1.298,717.514,0.000,0.076,0.002,0.018,0.190,train_batch,717.514,7733,0,0,0,0
2026-05-05 23:49:05,run_1778011901552,16,149,2450,v3,34,36,0,1949.728,0.365,15.664,15.014,250.503,0.707,0.181,0.697,0.138,3.721,1661.666,0.000,0.136,0.104,0.039,0.793,train_batch,1661.666,16437,0,0,0,0
2026-05-05 23:49:28,run_1778011901552,17,24,2475,v3,10,9,0,602.193,0.102,3.519,3.196,60.220,0.071,0.034,0.048,0.014,0.780,534.051,0.000,0.063,0.002,0.011,0.083,train_batch,534.051,4997,0,1,0,0
2026-05-05 23:49:54,run_1778011901552,17,49,2500,v3,8,7,0,416.612,0.062,2.958,2.949,53.090,0.046,0.033,0.032,0.040,0.630,356.517,0.000,0.066,0.113,0.012,0.066,train_batch,356.517,3613,0,0,0,0
2026-05-05 23:50:21,run_1778011901552,17,74,2525,v3,13,12,0,816.558,0.110,5.008,4.715,91.118,0.127,0.049,0.076,0.084,1.015,713.996,0.000,0.087,0.001,0.024,0.149,train_batch,713.996,6723,0,0,0,0
2026-05-05 23:50:44,run_1778011901552,17,99,2550,v3,40,40,0,2089.883,0.449,18.413,16.641,269.869,0.908,0.208,1.213,0.225,3.291,1777.314,0.000,0.169,0.108,0.042,1.035,train_batch,1777.314,18189,0,0,0,0
2026-05-05 23:51:10,run_1778011901552,17,124,2575,v3,12,11,0,618.324,0.103,4.730,4.471,78.997,0.110,0.047,0.069,0.113,0.932,528.313,0.000,0.301,0.001,0.015,0.121,train_batch,528.313,5958,0,0,0,0
2026-05-05 23:51:32,run_1778011901552,17,149,2600,v3,15,14,0,832.360,0.133,6.293,6.043,94.725,0.167,0.051,0.094,0.092,1.245,723.123,0.000,0.094,0.099,0.018,0.182,train_batch,723.123,7367,0,0,0,0
2026-05-05 23:51:55,run_1778011901552,18,24,2625,v3,26,25,0,1436.670,0.246,10.448,9.722,156.222,0.404,0.107,0.342,0.140,2.147,1256.258,0.000,0.156,0.002,0.028,0.449,train_batch,1256.258,13833,0,6,0,0
2026-05-05 23:52:19,run_1778011901552,18,49,2650,v3,13,12,0,819.277,0.113,5.296,5.117,87.674,0.115,0.049,0.082,0.086,1.100,719.286,0.000,0.089,0.100,0.024,0.146,train_batch,719.286,7222,0,0,0,0
2026-05-05 23:52:40,run_1778011901552,18,74,2675,v3,15,14,0,832.284,0.132,6.108,5.634,99.055,0.159,0.061,0.101,0.022,1.211,719.516,0.000,0.082,0.001,0.018,0.184,train_batch,719.516,8042,0,0,0,0
2026-05-05 23:53:04,run_1778011901552,18,99,2700,v3,7,6,0,403.039,0.065,2.748,2.457,42.825,0.042,0.020,0.030,0.040,0.565,354.013,0.000,0.058,0.108,0.011,0.057,train_batch,354.013,3643,0,0,0,0
2026-05-05 23:53:27,run_1778011901552,18,124,2725,v3,11,10,0,633.036,0.096,4.736,4.281,77.838,0.086,0.036,0.061,0.056,0.910,544.722,0.000,0.094,0.001,0.013,0.104,train_batch,544.722,5306,0,0,0,0
2026-05-05 23:53:52,run_1778011901552,18,149,2750,v3,39,40,0,2065.758,0.413,16.802,15.977,249.066,0.932,0.200,0.836,0.200,3.147,1776.857,0.000,0.153,0.116,0.054,1.005,train_batch,1776.857,19297,0,0,0,0
2026-05-05 23:54:12,run_1778011901552,19,24,2775,v3,20,19,0,1043.004,0.185,8.455,8.219,124.692,0.241,0.075,0.185,0.139,1.603,898.784,0.000,0.099,0.001,0.021,0.305,train_batch,898.784,9072,0,0,0,0
2026-05-05 23:54:37,run_1778011901552,19,49,2800,v3,15,15,0,828.413,0.132,4.573,3.837,93.301,0.169,0.061,0.109,0.051,1.246,724.540,0.000,0.078,0.107,0.018,0.193,train_batch,724.540,8199,0,0,0,0
2026-05-05 23:55:00,run_1778011901552,19,74,2825,v3,15,14,0,836.119,0.133,6.239,6.136,102.859,0.155,0.066,0.112,0.088,1.216,718.825,0.000,0.076,0.001,0.017,0.199,train_batch,718.825,6799,0,0,0,0
